ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
VC,2020-07-11,35,35,0,0,0,0
AN,2020-07-12,33,33,0,0,0,0
AR,2020-07-12,131,131,0,0,0,0
AS,2020-07-12,0,0,0,0,0,0
CB,2020-07-12,2,2,0,0,0,0
CE,2020-07-12,0,0,0,0,0,0
CL,2020-07-12,9,9,0,0,0,0
CM,2020-07-12,13,13,0,0,0,0
CN,2020-07-12,3,3,0,0,0,0
CT,2020-07-12,483,478,0,0,2,3
EX,2020-07-12,12,12,0,0,0,0
GA,2020-07-12,7,7,0,0,0,0
IB,2020-07-12,4,4,0,0,0,0
MC,2020-07-12,12,12,0,0,0,0
MD,2020-07-12,74,67,0,0,0,7
ML,2020-07-12,2,2,0,0,0,0
NC,2020-07-12,23,23,0,0,0,0
PV,2020-07-12,56,42,0,0,0,14
RI,2020-07-12,2,2,0,0,0,0
VC,2020-07-12,18,18,0,0,0,0
AN,2020-07-13,48,48,0,0,0,0
AR,2020-07-13,233,233,0,0,0,0
AS,2020-07-13,0,0,0,0,0,0
CB,2020-07-13,1,1,0,0,0,0
CE,2020-07-13,0,0,0,0,0,0
CL,2020-07-13,21,21,0,0,0,0
CM,2020-07-13,17,17,0,0,0,0
CN,2020-07-13,6,6,0,0,0,0
CT,2020-07-13,757,752,0,0,4,1
EX,2020-07-13,13,13,0,0,0,0
GA,2020-07-13,8,8,0,0,0,0
IB,2020-07-13,8,8,0,0,0,0
MC,2020-07-13,13,13,0,0,0,0
MD,2020-07-13,132,119,0,0,0,13
ML,2020-07-13,0,0,0,0,0,0
NC,2020-07-13,40,40,0,0,0,0
PV,2020-07-13,71,53,0,0,0,18
RI,2020-07-13,4,4,0,0,0,0
VC,2020-07-13,48,48,0,0,0,0
AN,2020-07-14,96,96,0,0,0,0
AR,2020-07-14,292,292,0,0,0,0
AS,2020-07-14,2,2,0,0,0,0
CB,2020-07-14,2,2,0,0,0,0
CE,2020-07-14,1,1,0,0,0,0
CL,2020-07-14,20,20,0,0,0,0
CM,2020-07-14,30,29,0,0,0,1
CN,2020-07-14,2,2,0,0,0,0
CT,2020-07-14,720,716,0,0,3,1
EX,2020-07-14,3,3,0,0,0,0
GA,2020-07-14,9,9,0,0,0,0
IB,2020-07-14,11,11,0,0,0,0
MC,2020-07-14,21,21,0,0,0,0
MD,2020-07-14,133,127,0,0,0,6
ML,2020-07-14,0,0,0,0,0,0
NC,2020-07-14,52,52,0,0,0,0
PV,2020-07-14,105,79,0,0,0,26
RI,2020-07-14,7,7,0,0,0,0
VC,2020-07-14,55,55,0,0,0,0
AN,2020-07-15,63,63,0,0,0,0
AR,2020-07-15,359,357,0,1,1,0
AS,2020-07-15,2,2,0,0,0,0
CB,2020-07-15,4,4,0,0,0,0
CE,2020-07-15,0,0,0,0,0,0
CL,2020-07-15,12,12,0,0,0,0
CM,2020-07-15,28,28,0,0,0,0
CN,2020-07-15,9,9,0,0,0,0
CT,2020-07-15,925,921,0,0,2,2
EX,2020-07-15,13,13,0,0,0,0
GA,2020-07-15,15,15,0,0,0,0
IB,2020-07-15,14,14,0,0,0,0
MC,2020-07-15,32,32,0,0,0,0
MD,2020-07-15,146,140,0,0,0,6
ML,2020-07-15,0,0,0,0,0,0
NC,2020-07-15,43,43,0,0,0,0
PV,2020-07-15,138,94,0,0,0,44
RI,2020-07-15,2,2,0,0,0,0
VC,2020-07-15,82,82,0,0,0,0
AN,2020-07-16,91,91,0,0,0,0
AR,2020-07-16,298,298,0,0,0,0
AS,2020-07-16,1,1,0,0,0,0
CB,2020-07-16,5,5,0,0,0,0
CE,2020-07-16,0,0,0,0,0,0
CL,2020-07-16,21,21,0,0,0,0
CM,2020-07-16,26,26,0,0,0,0
CN,2020-07-16,4,4,0,0,0,0
CT,2020-07-16,850,846,0,0,3,1
EX,2020-07-16,22,22,0,0,0,0
GA,2020-07-16,15,15,0,0,0,0
IB,2020-07-16,7,7,0,0,0,0
MC,2020-07-16,24,24,0,0,0,0
MD,2020-07-16,122,115,0,0,0,7
ML,2020-07-16,0,0,0,0,0,0
NC,2020-07-16,47,47,0,0,0,0
PV,2020-07-16,141,128,0,0,0,13
RI,2020-07-16,9,8,0,0,0,1
VC,2020-07-16,71,71,0,0,0,0
AN,2020-07-17,97,97,0,0,0,0
AR,2020-07-17,400,400,0,0,0,0
AS,2020-07-17,1,1,0,0,0,0
CB,2020-07-17,3,3,0,0,0,0
CE,2020-07-17,0,0,0,0,0,0
CL,2020-07-17,18,16,0,0,2,0
CM,2020-07-17,25,25,0,0,0,0
CN,2020-07-17,7,7,0,0,0,0
CT,2020-07-17,1016,1014,0,0,0,2
EX,2020-07-17,5,5,0,0,0,0
GA,2020-07-17,9,9,0,0,0,0
IB,2020-07-17,6,6,0,0,0,0
MC,2020-07-17,31,31,0,0,0,0
MD,2020-07-17,171,167,0,0,0,4
ML,2020-07-17,0,0,0,0,0,0
NC,2020-07-17,73,73,0,0,0,0
PV,2020-07-17,116,101,0,0,0,15
RI,2020-07-17,11,5,0,0,1,5
VC,2020-07-17,90,90,0,0,0,0
AN,2020-07-18,86,86,0,0,0,0
AR,2020-07-18,335,335,0,0,0,0
AS,2020-07-18,1,1,0,0,0,0
CB,2020-07-18,12,12,0,0,0,0
CE,2020-07-18,0,0,0,0,0,0
CL,2020-07-18,27,25,0,0,2,0
CM,2020-07-18,15,14,0,0,0,1
CN,2020-07-18,13,13,0,0,0,0
CT,2020-07-18,817,815,0,0,1,1
EX,2020-07-18,5,5,0,0,0,0
GA,2020-07-18,11,11,0,0,0,0
IB,2020-07-18,7,7,0,0,0,0
MC,2020-07-18,21,21,0,0,0,0
MD,2020-07-18,128,123,0,0,0,5
ML,2020-07-18,0,0,0,0,0,0
NC,2020-07-18,78,78,0,0,0,0
PV,2020-07-18,202,185,0,0,0,17
RI,2020-07-18,7,5,0,0,0,2
VC,2020-07-18,91,91,0,0,0,0
AN,2020-07-19,114,114,0,0,0,0
AR,2020-07-19,341,341,0,0,0,0
AS,2020-07-19,2,2,0,0,0,0
CB,2020-07-19,5,5,0,0,0,0
CE,2020-07-19,0,0,0,0,0,0
CL,2020-07-19,24,23,0,0,1,0
CM,2020-07-19,10,9,0,0,1,0
CN,2020-07-19,53,53,0,0,0,0
CT,2020-07-19,633,632,0,0,0,1
EX,2020-07-19,6,6,0,0,0,0
GA,2020-07-19,14,14,0,0,0,0
IB,2020-07-19,5,5,0,0,0,0
MC,2020-07-19,26,26,0,0,0,0
MD,2020-07-19,142,134,0,0,0,8
ML,2020-07-19,0,0,0,0,0,0
NC,2020-07-19,51,51,0,0,0,0
PV,2020-07-19,109,93,0,0,0,16
RI,2020-07-19,0,0,0,0,0,0
VC,2020-07-19,83,83,0,0,0,0
AN,2020-07-20,122,122,0,0,0,0
AR,2020-07-20,430,430,0,0,0,0
AS,2020-07-20,1,1,0,0,0,0
CB,2020-07-20,9,9,0,0,0,0
CE,2020-07-20,0,0,0,0,0,0
CL,2020-07-20,35,34,0,0,1,0
CM,2020-07-20,32,32,0,0,0,0
CN,2020-07-20,3,3,0,0,0,0
CT,2020-07-20,1106,1100,0,0,6,0
EX,2020-07-20,9,9,0,0,0,0
GA,2020-07-20,22,22,0,0,0,0
IB,2020-07-20,16,16,0,0,0,0
MC,2020-07-20,38,38,0,0,0,0
MD,2020-07-20,217,206,0,0,0,11
ML,2020-07-20,0,0,0,0,0,0
NC,2020-07-20,103,103,0,0,0,0
PV,2020-07-20,126,113,0,0,0,13
RI,2020-07-20,5,5,0,0,0,0
VC,2020-07-20,121,121,0,0,0,0
AN,2020-07-21,74,74,0,0,0,0
AR,2020-07-21,456,456,0,0,0,0
AS,2020-07-21,2,2,0,0,0,0
CB,2020-07-21,5,5,0,0,0,0
CE,2020-07-21,0,0,0,0,0,0
CL,2020-07-21,20,20,0,0,0,0
CM,2020-07-21,24,24,0,0,0,0
CN,2020-07-21,11,11,0,0,0,0
CT,2020-07-21,1061,1038,0,0,22,1
EX,2020-07-21,17,17,0,0,0,0
GA,2020-07-21,26,26,0,0,0,0
IB,2020-07-21,13,13,0,0,0,0
MC,2020-07-21,50,49,0,0,1,0
MD,2020-07-21,251,243,0,0,0,8
ML,2020-07-21,0,0,0,0,0,0
NC,2020-07-21,118,118,0,0,0,0
PV,2020-07-21,136,120,0,0,0,16
RI,2020-07-21,17,17,0,0,0,0
VC,2020-07-21,132,132,0,0,0,0
AN,2020-07-22,78,78,0,0,0,0
AR,2020-07-22,465,465,0,0,0,0
AS,2020-07-22,2,2,0,0,0,0
CB,2020-07-22,6,6,0,0,0,0
CE,2020-07-22,1,1,0,0,0,0
CL,2020-07-22,24,24,0,0,0,0
CM,2020-07-22,43,43,0,0,0,0
CN,2020-07-22,8,8,0,0,0,0
CT,2020-07-22,1097,1088,0,0,8,1
EX,2020-07-22,6,6,0,0,0,0
GA,2020-07-22,18,18,0,0,0,0
IB,2020-07-22,15,15,0,0,0,0
MC,2020-07-22,59,59,0,0,0,0
MD,2020-07-22,244,235,0,0,0,9
ML,2020-07-22,0,0,0,0,0,0
NC,2020-07-22,65,65,0,0,0,0
PV,2020-07-22,170,158,0,0,0,12
RI,2020-07-22,9,9,0,0,0,0
VC,2020-07-22,137,137,0,0,0,0
AN,2020-07-23,126,126,0,0,0,0
AR,2020-07-23,391,391,0,0,0,0
AS,2020-07-23,4,4,0,0,0,0
CB,2020-07-23,8,8,0,0,0,0
CE,2020-07-23,0,0,0,0,0,0
CL,2020-07-23,45,45,0,0,0,0
CM,2020-07-23,21,21,0,0,0,0
CN,2020-07-23,11,11,0,0,0,0
CT,2020-07-23,1071,1063,0,0,8,0
EX,2020-07-23,4,4,0,0,0,0
GA,2020-07-23,12,12,0,0,0,0
IB,2020-07-23,20,20,0,0,0,0
MC,2020-07-23,48,48,0,0,0,0
MD,2020-07-23,235,229,0,0,0,6
ML,2020-07-23,0,0,0,0,0,0
NC,2020-07-23,67,67,0,0,0,0
PV,2020-07-23,130,125,0,0,0,5
RI,2020-07-23,5,5,0,0,0,0
VC,2020-07-23,126,126,0,0,0,0
AN,2020-07-24,128,128,0,0,0,0
AR,2020-07-24,448,447,0,1,0,0
AS,2020-07-24,3,3,0,0,0,0
CB,2020-07-24,6,6,0,0,0,0
CE,2020-07-24,0,0,0,0,0,0
CL,2020-07-24,37,37,0,0,0,0
CM,2020-07-24,47,46,0,0,0,1
CN,2020-07-24,6,5,0,1,0,0
CT,2020-07-24,1088,1078,0,0,9,1
EX,2020-07-24,11,11,0,0,0,0
GA,2020-07-24,15,15,0,0,0,0
IB,2020-07-24,25,25,0,0,0,0
MC,2020-07-24,72,72,0,0,0,0
MD,2020-07-24,367,362,0,0,0,5
ML,2020-07-24,0,0,0,0,0,0
NC,2020-07-24,56,56,0,0,0,0
PV,2020-07-24,123,111,0,0,0,12
RI,2020-07-24,11,11,0,0,0,0
VC,2020-07-24,154,154,0,0,0,0
AN,2020-07-25,110,110,0,0,0,0
AR,2020-07-25,377,376,0,0,1,0
AS,2020-07-25,8,8,0,0,0,0
CB,2020-07-25,9,9,0,0,0,0
CE,2020-07-25,0,0,0,0,0,0
CL,2020-07-25,29,29,0,0,0,0
CM,2020-07-25,27,26,0,0,0,1
CN,2020-07-25,13,13,0,0,0,0
CT,2020-07-25,680,679,0,0,1,0
EX,2020-07-25,4,4,0,0,0,0
GA,2020-07-25,16,16,0,0,0,0
IB,2020-07-25,24,24,0,0,0,0
MC,2020-07-25,85,85,0,0,0,0
MD,2020-07-25,299,293,0,0,0,6
ML,2020-07-25,0,0,0,0,0,0
NC,2020-07-25,82,82,0,0,0,0
PV,2020-07-25,188,173,0,0,0,15
RI,2020-07-25,2,2,0,0,0,0
VC,2020-07-25,167,167,0,0,0,0
AN,2020-07-26,106,106,0,0,0,0
AR,2020-07-26,384,384,0,0,0,0
AS,2020-07-26,7,7,0,0,0,0
CB,2020-07-26,7,7,0,0,0,0
CE,2020-07-26,1,1,0,0,0,0
CL,2020-07-26,31,31,0,0,0,0
CM,2020-07-26,27,26,0,0,0,1
CN,2020-07-26,7,7,0,0,0,0
CT,2020-07-26,610,609,0,0,1,0
EX,2020-07-26,7,7,0,0,0,0
GA,2020-07-26,9,9,0,0,0,0
IB,2020-07-26,48,48,0,0,0,0
MC,2020-07-26,49,49,0,0,0,0
MD,2020-07-26,249,243,0,0,0,6
ML,2020-07-26,4,4,0,0,0,0
NC,2020-07-26,79,79,0,0,0,0
PV,2020-07-26,177,163,0,0,0,14
RI,2020-07-26,1,1,0,0,0,0
VC,2020-07-26,124,124,0,0,0,0
AN,2020-07-27,143,143,0,0,0,0
AR,2020-07-27,574,574,0,0,0,0
AS,2020-07-27,6,6,0,0,0,0
CB,2020-07-27,6,6,0,0,0,0
CE,2020-07-27,0,0,0,0,0,0
CL,2020-07-27,70,68,0,0,2,0
CM,2020-07-27,52,52,0,0,0,0
CN,2020-07-27,9,9,0,0,0,0
CT,2020-07-27,1063,1052,0,0,11,0
EX,2020-07-27,9,9,0,0,0,0
GA,2020-07-27,24,24,0,0,0,0
IB,2020-07-27,40,40,0,0,0,0
MC,2020-07-27,60,60,0,0,0,0
MD,2020-07-27,507,497,0,0,0,10
ML,2020-07-27,1,1,0,0,0,0
NC,2020-07-27,52,52,0,0,0,0
PV,2020-07-27,228,216,0,0,0,12
RI,2020-07-27,8,8,0,0,0,0
VC,2020-07-27,207,207,0,0,0,0
AN,2020-07-28,148,148,0,0,0,0
AR,2020-07-28,518,518,0,0,0,0
AS,2020-07-28,13,13,0,0,0,0
CB,2020-07-28,7,7,0,0,0,0
CE,2020-07-28,0,0,0,0,0,0
CL,2020-07-28,87,87,0,0,0,0
CM,2020-07-28,60,60,0,0,0,0
CN,2020-07-28,9,9,0,0,0,0
CT,2020-07-28,1110,1105,0,0,5,0
EX,2020-07-28,21,21,0,0,0,0
GA,2020-07-28,36,36,0,0,0,0
IB,2020-07-28,52,52,0,0,0,0
MC,2020-07-28,74,74,0,0,0,0
MD,2020-07-28,593,583,0,0,0,10
ML,2020-07-28,1,1,0,0,0,0
NC,2020-07-28,40,40,0,0,0,0
PV,2020-07-28,240,224,0,0,0,16
RI,2020-07-28,9,9,0,0,0,0
VC,2020-07-28,192,192,0,0,0,0
AN,2020-07-29,153,153,0,0,0,0
AR,2020-07-29,525,525,0,0,0,0
AS,2020-07-29,15,15,0,0,0,0
CB,2020-07-29,10,10,0,0,0,0
CE,2020-07-29,0,0,0,0,0,0
CL,2020-07-29,76,76,0,0,0,0
CM,2020-07-29,55,52,0,0,0,3
CN,2020-07-29,6,6,0,0,0,0
CT,2020-07-29,1151,1142,0,0,8,1
EX,2020-07-29,17,17,0,0,0,0
GA,2020-07-29,27,27,0,0,0,0
IB,2020-07-29,55,55,0,0,0,0
MC,2020-07-29,89,89,0,0,0,0
MD,2020-07-29,547,536,0,0,0,11
ML,2020-07-29,1,1,0,0,0,0
NC,2020-07-29,62,62,0,0,0,0
PV,2020-07-29,213,206,0,0,0,7
RI,2020-07-29,4,4,0,0,0,0
VC,2020-07-29,276,276,0,0,0,0
AN,2020-07-30,209,209,0,0,0,0
AR,2020-07-30,491,491,0,0,0,0
AS,2020-07-30,12,12,0,0,0,0
CB,2020-07-30,26,26,0,0,0,0
CE,2020-07-30,0,0,0,0,0,0
CL,2020-07-30,74,73,0,0,1,0
CM,2020-07-30,48,48,0,0,0,0
CN,2020-07-30,12,12,0,0,0,0
CT,2020-07-30,1081,1076,0,0,4,1
EX,2020-07-30,20,20,0,0,0,0
GA,2020-07-30,32,32,0,0,0,0
IB,2020-07-30,77,77,0,0,0,0
MC,2020-07-30,64,64,0,0,0,0
MD,2020-07-30,590,576,0,0,0,14
ML,2020-07-30,4,4,0,0,0,0
NC,2020-07-30,52,52,0,0,0,0
PV,2020-07-30,167,153,0,0,0,14
RI,2020-07-30,1,1,0,0,0,0
VC,2020-07-30,247,247,0,0,0,0
AN,2020-07-31,260,260,0,0,0,0
AR,2020-07-31,495,495,0,0,0,0
AS,2020-07-31,12,12,0,0,0,0
CB,2020-07-31,16,16,0,0,0,0
CE,2020-07-31,0,0,0,0,0,0
CL,2020-07-31,149,149,0,0,0,0
CM,2020-07-31,73,73,0,0,0,0
CN,2020-07-31,16,16,0,0,0,0
CT,2020-07-31,1225,1217,0,0,7,1
EX,2020-07-31,38,38,0,0,0,0
GA,2020-07-31,33,33,0,0,0,0
IB,2020-07-31,78,78,0,0,0,0
MC,2020-07-31,55,55,0,0,0,0
MD,2020-07-31,743,736,0,0,0,7
ML,2020-07-31,0,0,0,0,0,0
NC,2020-07-31,72,72,0,0,0,0
PV,2020-07-31,190,179,0,0,0,11
RI,2020-07-31,7,7,0,0,0,0
VC,2020-07-31,246,246,0,0,0,0
AN,2020-08-01,248,248,0,0,0,0
AR,2020-08-01,830,830,0,0,0,0
AS,2020-08-01,17,17,0,0,0,0
CB,2020-08-01,38,37,0,0,0,1
CE,2020-08-01,0,0,0,0,0,0
CL,2020-08-01,90,90,0,0,0,0
CM,2020-08-01,56,56,0,0,0,0
CN,2020-08-01,30,30,0,0,0,0
CT,2020-08-01,748,746,0,0,2,0
EX,2020-08-01,18,18,0,0,0,0
GA,2020-08-01,39,39,0,0,0,0
IB,2020-08-01,117,117,0,0,0,0
MC,2020-08-01,82,82,0,0,0,0
MD,2020-08-01,696,689,0,0,0,7
ML,2020-08-01,8,8,0,0,0,0
NC,2020-08-01,88,88,0,0,0,0
PV,2020-08-01,246,227,0,0,0,19
RI,2020-08-01,4,4,0,0,0,0
VC,2020-08-01,284,283,0,0,0,1
AN,2020-08-02,213,213,0,0,0,0
AR,2020-08-02,447,447,0,0,0,0
AS,2020-08-02,11,11,0,0,0,0
CB,2020-08-02,23,23,0,0,0,0
CE,2020-08-02,2,2,0,0,0,0
CL,2020-08-02,93,93,0,0,0,0
CM,2020-08-02,65,65,0,0,0,0
CN,2020-08-02,29,29,0,0,0,0
CT,2020-08-02,498,498,0,0,0,0
EX,2020-08-02,21,21,0,0,0,0
GA,2020-08-02,43,43,0,0,0,0
IB,2020-08-02,99,99,0,0,0,0
MC,2020-08-02,61,61,0,0,0,0
MD,2020-08-02,600,588,0,0,0,12
ML,2020-08-02,4,4,0,0,0,0
NC,2020-08-02,84,84,0,0,0,0
PV,2020-08-02,306,294,0,0,0,12
RI,2020-08-02,5,4,0,0,1,0
VC,2020-08-02,204,204,0,0,0,0
AN,2020-08-03,292,292,0,0,0,0
AR,2020-08-03,460,460,0,0,0,0
AS,2020-08-03,12,12,0,0,0,0
CB,2020-08-03,41,41,0,0,0,0
CE,2020-08-03,0,0,0,0,0,0
CL,2020-08-03,124,123,0,0,1,0
CM,2020-08-03,78,78,0,0,0,0
CN,2020-08-03,38,38,0,0,0,0
CT,2020-08-03,965,963,0,0,2,0
EX,2020-08-03,21,21,0,0,0,0
GA,2020-08-03,76,76,0,0,0,0
IB,2020-08-03,155,155,0,0,0,0
MC,2020-08-03,74,74,0,0,0,0
MD,2020-08-03,986,969,0,0,0,17
ML,2020-08-03,4,4,0,0,0,0
NC,2020-08-03,106,106,0,0,0,0
PV,2020-08-03,443,428,0,0,0,15
RI,2020-08-03,10,9,0,0,1,0
VC,2020-08-03,276,276,0,0,0,0
AN,2020-08-04,285,285,0,0,0,0
AR,2020-08-04,532,531,0,0,1,0
AS,2020-08-04,19,19,0,0,0,0
CB,2020-08-04,49,49,0,0,0,0
CE,2020-08-04,0,0,0,0,0,0
CL,2020-08-04,205,205,0,0,0,0
CM,2020-08-04,100,99,0,0,0,1
CN,2020-08-04,54,54,0,0,0,0
CT,2020-08-04,1080,1077,0,0,3,0
EX,2020-08-04,16,16,0,0,0,0
GA,2020-08-04,109,109,0,0,0,0
IB,2020-08-04,172,172,0,0,0,0
MC,2020-08-04,97,97,0,0,0,0
MD,2020-08-04,1129,1118,0,0,0,11
ML,2020-08-04,5,5,0,0,0,0
NC,2020-08-04,84,84,0,0,0,0
PV,2020-08-04,399,383,0,0,0,16
RI,2020-08-04,8,8,0,0,0,0
VC,2020-08-04,357,357,0,0,0,0
AN,2020-08-05,367,367,0,0,0,0
AR,2020-08-05,429,429,0,0,0,0
AS,2020-08-05,38,38,0,0,0,0
CB,2020-08-05,32,32,0,0,0,0
CE,2020-08-05,0,0,0,0,0,0
CL,2020-08-05,232,232,0,0,0,0
CM,2020-08-05,98,98,0,0,0,0
CN,2020-08-05,73,72,0,1,0,0
CT,2020-08-05,1051,1047,0,0,4,0
EX,2020-08-05,35,35,0,0,0,0
GA,2020-08-05,79,79,0,0,0,0
IB,2020-08-05,169,169,0,0,0,0
MC,2020-08-05,64,64,0,0,0,0
MD,2020-08-05,1117,1112,0,0,0,5
ML,2020-08-05,1,1,0,0,0,0
NC,2020-08-05,82,82,0,0,0,0
PV,2020-08-05,396,373,0,0,0,23
RI,2020-08-05,27,27,0,0,0,0
VC,2020-08-05,381,381,0,0,0,0
AN,2020-08-06,373,373,0,0,0,0
AR,2020-08-06,522,522,0,0,0,0
AS,2020-08-06,39,39,0,0,0,0
CB,2020-08-06,45,45,0,0,0,0
CE,2020-08-06,1,1,0,0,0,0
CL,2020-08-06,175,175,0,0,0,0
CM,2020-08-06,118,118,0,0,0,0
CN,2020-08-06,77,77,0,0,0,0
CT,2020-08-06,999,994,0,0,5,0
EX,2020-08-06,31,31,0,0,0,0
GA,2020-08-06,75,75,0,0,0,0
IB,2020-08-06,173,173,0,0,0,0
MC,2020-08-06,61,61,0,0,0,0
MD,2020-08-06,1127,1118,0,0,0,9
ML,2020-08-06,3,3,0,0,0,0
NC,2020-08-06,87,87,0,0,0,0
PV,2020-08-06,375,360,0,0,0,15
RI,2020-08-06,16,16,0,0,0,0
VC,2020-08-06,327,327,0,0,0,0
AN,2020-08-07,456,456,0,0,0,0
AR,2020-08-07,550,550,0,0,0,0
AS,2020-08-07,28,28,0,0,0,0
CB,2020-08-07,44,44,0,0,0,0
CE,2020-08-07,1,1,0,0,0,0
CL,2020-08-07,256,255,0,0,1,0
CM,2020-08-07,111,111,0,0,0,0
CN,2020-08-07,69,69,0,0,0,0
CT,2020-08-07,1220,1218,0,0,2,0
EX,2020-08-07,46,46,0,0,0,0
GA,2020-08-07,98,98,0,0,0,0
IB,2020-08-07,196,196,0,0,0,0
MC,2020-08-07,109,109,0,0,0,0
MD,2020-08-07,1408,1393,0,0,0,15
ML,2020-08-07,5,5,0,0,0,0
NC,2020-08-07,114,114,0,0,0,0
PV,2020-08-07,298,277,0,0,0,21
RI,2020-08-07,21,21,0,0,0,0
VC,2020-08-07,356,356,0,0,0,0
AN,2020-08-08,376,376,0,0,0,0
AR,2020-08-08,501,501,0,0,0,0
AS,2020-08-08,23,23,0,0,0,0
CB,2020-08-08,43,43,0,0,0,0
CE,2020-08-08,2,2,0,0,0,0
CL,2020-08-08,189,189,0,0,0,0
CM,2020-08-08,140,140,0,0,0,0
CN,2020-08-08,68,68,0,0,0,0
CT,2020-08-08,744,744,0,0,0,0
EX,2020-08-08,20,20,0,0,0,0
GA,2020-08-08,112,112,0,0,0,0
IB,2020-08-08,191,191,0,0,0,0
MC,2020-08-08,87,87,0,0,0,0
MD,2020-08-08,1016,1012,0,0,0,4
ML,2020-08-08,3,3,0,0,0,0
NC,2020-08-08,91,91,0,0,0,0
PV,2020-08-08,316,295,0,0,0,21
RI,2020-08-08,12,12,0,0,0,0
VC,2020-08-08,325,325,0,0,0,0
AN,2020-08-09,327,327,0,0,0,0
AR,2020-08-09,296,296,0,0,0,0
AS,2020-08-09,35,35,0,0,0,0
CB,2020-08-09,28,28,0,0,0,0
CE,2020-08-09,1,1,0,0,0,0
CL,2020-08-09,271,270,0,0,1,0
CM,2020-08-09,119,118,0,0,0,1
CN,2020-08-09,89,89,0,0,0,0
CT,2020-08-09,555,555,0,0,0,0
EX,2020-08-09,10,10,0,0,0,0
GA,2020-08-09,113,113,0,0,0,0
IB,2020-08-09,177,177,0,0,0,0
MC,2020-08-09,95,95,0,0,0,0
MD,2020-08-09,970,960,0,0,0,10
ML,2020-08-09,5,5,0,0,0,0
NC,2020-08-09,118,118,0,0,0,0
PV,2020-08-09,542,526,0,0,0,16
RI,2020-08-09,20,20,0,0,0,0
VC,2020-08-09,272,272,0,0,0,0
AN,2020-08-10,467,467,0,0,0,0
AR,2020-08-10,564,564,0,0,0,0
AS,2020-08-10,26,26,0,0,0,0
CB,2020-08-10,43,43,0,0,0,0
CE,2020-08-10,2,2,0,0,0,0
CL,2020-08-10,239,238,0,0,1,0
CM,2020-08-10,182,182,0,0,0,0
CN,2020-08-10,140,140,0,0,0,0
CT,2020-08-10,1128,1124,0,0,4,0
EX,2020-08-10,27,27,0,0,0,0
GA,2020-08-10,169,169,0,0,0,0
IB,2020-08-10,326,326,0,0,0,0
MC,2020-08-10,124,124,0,0,0,0
MD,2020-08-10,1528,1509,0,0,0,19
ML,2020-08-10,14,14,0,0,0,0
NC,2020-08-10,97,97,0,0,0,0
PV,2020-08-10,517,504,0,0,0,13
RI,2020-08-10,55,55,0,0,0,0
VC,2020-08-10,427,427,0,0,0,0
AN,2020-08-11,519,519,0,0,0,0
AR,2020-08-11,380,380,0,0,0,0
AS,2020-08-11,27,27,0,0,0,0
CB,2020-08-11,74,74,0,0,0,0
CE,2020-08-11,4,4,0,0,0,0
CL,2020-08-11,259,259,0,0,0,0
CM,2020-08-11,204,204,0,0,0,0
CN,2020-08-11,155,155,0,0,0,0
CT,2020-08-11,1063,1058,0,0,5,0
EX,2020-08-11,34,34,0,0,0,0
GA,2020-08-11,140,140,0,0,0,0
IB,2020-08-11,267,267,0,0,0,0
MC,2020-08-11,122,122,0,0,0,0
MD,2020-08-11,1956,1946,0,0,0,10
ML,2020-08-11,9,9,0,0,0,0
NC,2020-08-11,123,123,0,0,0,0
PV,2020-08-11,590,564,0,0,0,26
RI,2020-08-11,69,69,0,0,0,0
VC,2020-08-11,427,427,0,0,0,0
AN,2020-08-12,592,592,0,0,0,0
AR,2020-08-12,435,435,0,0,0,0
AS,2020-08-12,26,26,0,0,0,0
CB,2020-08-12,53,53,0,0,0,0
CE,2020-08-12,2,2,0,0,0,0
CL,2020-08-12,312,312,0,0,0,0
CM,2020-08-12,213,213,0,0,0,0
CN,2020-08-12,183,183,0,0,0,0
CT,2020-08-12,1115,1112,0,0,3,0
EX,2020-08-12,72,72,0,0,0,0
GA,2020-08-12,144,144,0,0,0,0
IB,2020-08-12,292,292,0,0,0,0
MC,2020-08-12,142,142,0,0,0,0
MD,2020-08-12,1784,1778,0,0,0,6
ML,2020-08-12,9,9,0,0,0,0
NC,2020-08-12,94,94,0,0,0,0
PV,2020-08-12,586,551,0,0,0,35
RI,2020-08-12,55,55,0,0,0,0
VC,2020-08-12,472,472,0,0,0,0
AN,2020-08-13,637,637,0,0,0,0
AR,2020-08-13,409,409,0,0,0,0
AS,2020-08-13,17,17,0,0,0,0
CB,2020-08-13,45,45,0,0,0,0
CE,2020-08-13,4,4,0,0,0,0
CL,2020-08-13,324,324,0,0,0,0
CM,2020-08-13,258,258,0,0,0,0
CN,2020-08-13,148,148,0,0,0,0
CT,2020-08-13,1058,1054,0,0,3,1
EX,2020-08-13,64,64,0,0,0,0
GA,2020-08-13,130,130,0,0,0,0
IB,2020-08-13,313,313,0,0,0,0
MC,2020-08-13,195,195,0,0,0,0
MD,2020-08-13,1740,1734,0,0,0,6
ML,2020-08-13,1,1,0,0,0,0
NC,2020-08-13,90,90,0,0,0,0
PV,2020-08-13,408,387,0,0,0,21
RI,2020-08-13,58,58,0,0,0,0
VC,2020-08-13,459,459,0,0,0,0
AN,2020-08-14,729,729,0,0,0,0
AR,2020-08-14,437,437,0,0,0,0
